,EXT_NEG_LY_S21_L001,LY_BR1_D_S11_L001,LY_BR1_Detrit_S1_L001,LY_BR1_Toxo_S6_L001,LY_BR1_W1_S16_L001,LY_BR2_D_S12_L001,LY_BR2_Detrit_S2_L001,LY_BR2_Toxo_S7_L001,LY_BR2_W2_S17_L001,LY_BR3_D_S13_L001,LY_BR3_Detrit_S3_L001,LY_BR3_Toxo_S8_L001,LY_BR3_W1_S18_L001,LY_BR4_D_S14_L001,LY_BR4_Detrit_S4_L001,LY_BR4_Toxo_S9_L001,LY_BR4_W1_S19_L001,LY_BR5_D_S15_L001,LY_BR5_Detrit_S5_L001,LY_BR5_Toxo_S10_L001,LY_BR5_W1_S20_L001,PCR_pos_LY_S22_L001
Otu5461,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,0,0
Otu5463,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0
Otu5465,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5467,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,3,0
Otu5468,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
Otu5469,0,1,0,1,1,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0
Otu5470,0,2,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
Otu5471,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0
Otu5472,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,0,0,0,3,0
Otu5473,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Otu5474,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0
Otu5475,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0
Otu5476,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0
Otu5478,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Otu5483,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,1,1,0
Otu5484,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Otu5485,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu5486,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0
Otu5488,0,0,6,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Otu5490,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5491,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5492,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Otu5493,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,3,0
Otu5494,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Otu5496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0
Otu5498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0
Otu5500,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
Otu5501,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
Otu5503,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0
Otu5504,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Otu5505,0,0,0,1,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1
Otu5507,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1
Otu5508,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5510,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0
Otu5513,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,2,0
Otu5514,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0
Otu5515,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,2,0
Otu5516,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu5517,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Otu5518,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0
Otu5519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0
Otu5520,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0
Otu5521,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Otu5522,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Otu5523,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0
Otu5524,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Otu5525,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0
Otu5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
Otu5527,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Otu5529,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0
Otu5531,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0
Otu5532,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0
Otu5534,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
Otu5535,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,2,0
Otu5536,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,0,1,0
Otu5541,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0
Otu5543,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Otu5545,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,2,0,0
Otu5546,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,0,0
Otu5547,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,0
Otu5549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0
Otu5550,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0
Otu5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0
Otu5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Otu5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0
Otu5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Otu5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Otu5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Otu5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Otu5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0
Otu5563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
Otu5568,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,2,0,0,1,0,0
Otu5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0
Otu5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,1,0
Otu5571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Otu5573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0
Otu5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0
Otu5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0
Otu5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0
Otu5577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
Otu5578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Otu5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
Otu5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0
Otu5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0
Otu5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
Otu5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Otu5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0
Otu5585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
Otu5586,0,1,0,1,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0
Otu5587,0,1,0,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu5590,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu5591,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
Otu5592,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
Otu5593,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
Otu5595,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu5596,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
Otu5597,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0
Otu5598,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5599,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5600,0,1,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Otu5604,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0
Otu5605,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,3,0,0
Otu5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Otu5609,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0
Otu5612,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
Otu5615,0,4,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5616,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
Otu5618,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0
Otu5619,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Otu5620,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0,0,0
Otu5621,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Otu5622,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu5625,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu5628,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu5630,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,3,0
Otu5632,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0
Otu5633,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,1,0
Otu5634,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,3,0
Otu5635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0
Otu5636,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0
Otu5637,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,5,0
Otu5638,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Otu5639,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,1
Otu5640,0,0,1,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0
Otu5641,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Otu5642,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,1
Otu5644,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0
Otu5645,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0,0
Otu5646,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5647,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0
Otu5648,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,1,0
Otu5649,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0
Otu5652,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
Otu5653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0
Otu5654,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Otu5655,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0
Otu5656,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0
Otu5657,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0
Otu5658,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
Otu5659,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0
Otu5660,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,1,0
Otu5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Otu5663,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Otu5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
Otu5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Otu5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Otu5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0
Otu5669,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0
Otu5671,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0
Otu5672,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0
Otu5673,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0
Otu5674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0
Otu5675,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,0,0,1,0
Otu5676,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0
Otu5677,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0
Otu5679,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0
Otu5680,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0
Otu5681,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0
Otu5682,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0
Otu5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0
Otu5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
Otu5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
Otu5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
Otu5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Otu5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Otu5689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Otu5690,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
Otu5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Otu5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0
Otu5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
Otu5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
Otu5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0
Otu5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0
Otu5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0
Otu5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Otu5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0
Otu5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
Otu5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0
Otu5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0
Otu5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Otu5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
Otu5706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0
Otu5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
Otu5709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Otu5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0
Otu5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0
Otu5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Otu5713,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5714,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Otu5715,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5716,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0
Otu5717,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0
Otu5718,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Otu5720,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5722,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu5723,0,1,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Otu5724,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,1,0
Otu5725,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
Otu5726,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Otu5727,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0
Otu5728,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
Otu5729,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Otu5730,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Otu5733,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Otu5734,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0
Otu5735,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
Otu5736,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
Otu5737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0
Otu5738,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Otu5739,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Otu5740,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
Otu5742,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Otu5746,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0
Otu5748,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0
Otu5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Otu5753,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Otu5755,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3
Otu5758,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5759,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5762,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0
Otu5766,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0
Otu5769,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0
Otu5770,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0
Otu5772,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Otu5773,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5774,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5776,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5777,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Otu5779,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0
Otu5781,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,0
Otu5784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Otu5785,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0
Otu5788,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0
Otu5789,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Otu5790,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0
Otu5791,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0
Otu5792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0
Otu5793,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
Otu5794,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0
Otu5795,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0
Otu5796,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,3,0
Otu5797,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,1,0
Otu5798,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
Otu5800,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0
Otu5801,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0
Otu5802,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0
Otu5803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
Otu5804,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0
Otu5807,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0
Otu5809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0
Otu5810,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0
Otu5811,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0
Otu5813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
Otu5814,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
Otu5815,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
Otu5816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
Otu5817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
Otu5818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0
Otu5820,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Otu5821,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
Otu5822,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
Otu5826,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0
Otu5827,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
Otu5828,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
Otu5829,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0
Otu5833,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu5834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
Otu5835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Otu5836,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Otu5837,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu5839,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
